tweet_id,airline_emg,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.69875E+17,negative,Southwest,,ChrisSaysThis,,0,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB",,23-02-2015 07:04,"Boston, MA",Eastern Time (US & Canada)
5.69437E+17,negative,US Airways,,drewdenker,,0,@USAirways claims flight Cancelled Flighted due to weather at destination but Delta has not Cancelled Flighted flight on same route.,,22-02-2015 02:00,,
5.6924E+17,positive,Delta,,CamiCorreaBal,,0,"@JetBlue thanks so much for help Us, u r amazing!",,21-02-2015 12:59,,Bogota
5.69853E+17,negative,American,,bartellpeter,,0,@AmericanAir haha I did. They said it wasn't their fault somehow? You guys r a joke,,23-02-2015 05:35,,
5.69818E+17,negative,American,,BiancaFernet,,0,@AmericanAir your customer service is inferior to that of a nationalized third world nation's airline. Get it together.,,23-02-2015 03:16,,
5.6966E+17,negative,American,,joerago,,0,@AmericanAir Why does your iPhone app not have any sort of notifications option?,,22-02-2015 16:49,"Chicago, IL",Central Time (US & Canada)
5.69907E+17,positive,United,,D_WaYnE_01,,0,@united thank you!,,23-02-2015 09:10,,
5.69918E+17,negative,American,,Rozzinbags5,,0,@AmericanAir I've been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.,,23-02-2015 09:53,,
5.67768E+17,negative,United,,thodge77,,0,@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on,,17-02-2015 11:29,Memphis,Central Time (US & Canada)
5.68965E+17,negative,United,,Snow4meErika,,2,"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough",,20-02-2015 18:46,,
5.68239E+17,negative,Southwest,,aryehmon,,0,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,,18-02-2015 18:41,,
5.68214E+17,neutral,Delta,,hill43,,0,@JetBlue ANYWHERE!! http://t.co/FeFHPmFPlE,,18-02-2015 17:02,Evanston Illinois,
5.68139E+17,negative,US Airways,,BigDavew2k,,0,@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,,18-02-2015 12:05,,
5.69934E+17,neutral,Southwest,,sasc1,,0,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",,23-02-2015 10:56,RI,Eastern Time (US & Canada)
5.69684E+17,neutral,American,,Travelingwellfl,,0,"@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?",,22-02-2015 18:23,"San Diego, CA",Pacific Time (US & Canada)
5.69755E+17,negative,American,,kris_bailey,,0,@AmericanAir my mom’s flight tomorrow Cancelled Flighted w/ no notice. Phone system said callback in 2 hours and it’s been 4. I need to go to bed!,,22-02-2015 23:04,"San Francisco, CA",Pacific Time (US & Canada)
5.70088E+17,negative,American,,H00SIERB0Y,,0,@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?,,23-02-2015 21:07,,Arizona
5.67788E+17,neutral,United,,VisionRoij,,0,@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,,17-02-2015 12:51,The Netherlands,Amsterdam
5.69365E+17,negative,United,,_BenHoffman_,,0,"@united yo, you need a new website really badly. This day and age...",,21-02-2015 21:15,"Venice, CA",Central Time (US & Canada)
5.69166E+17,positive,Southwest,,JohnDePetroshow,,0,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,,21-02-2015 08:04,"Rhode Island ,Mass,CT",Eastern Time (US & Canada)
5.67777E+17,positive,US Airways,,davidniu7,,0,@USAirways right on. Up. Up &amp; away ✈️🌞,,17-02-2015 12:06,"Philadelphia, PA",Quito
5.6977E+17,negative,United,,eryder,,0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.),,23-02-2015 00:04,"Lexington, Ky",Eastern Time (US & Canada)
5.68481E+17,negative,Delta,,mattjay_son,,0,@JetBlue Why would you charge money to transfer points to someone?,"[0.0, 0.0]",19-02-2015 10:42,"Los Angeles, CA",Arizona
5.68117E+17,neutral,US Airways,,natedunn,,0,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?",,18-02-2015 10:38,"Phoenix, AZ",Pacific Time (US & Canada)
5.69947E+17,positive,Delta,,iii_am_mee,,0,Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”,,23-02-2015 11:49,Friend Zone ,Quito
5.70255E+17,neutral,US Airways,,oliviahaymond,,0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",,24-02-2015 08:13,"Tampa, Florida",Eastern Time (US & Canada)
5.69719E+17,negative,American,,wadekoehler,,0,@AmericanAir I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job,,22-02-2015 20:42,"Bloomington, IL",Central Time (US & Canada)
5.69533E+17,negative,US Airways,,tjvandy,,0,@USAirways F623 DEN:PHX impressive lack of concern by 1hr+ Late Flight flight attndt wrecking havoc on customer travel #smugsmirk #norush,,22-02-2015 08:24,colorado,Central Time (US & Canada)
5.70286E+17,neutral,United,,BK_TheBri,,0,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,,24-02-2015 10:14,"Portland, OR",
5.68473E+17,negative,United,,souleyoga,,0,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!",,19-02-2015 10:12,"iPhone: 40.773155,-73.872490",Eastern Time (US & Canada)
5.68246E+17,negative,United,,Atrain_8,,3,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",,18-02-2015 19:10,,
5.6989E+17,positive,American,,Kaha58,,0,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks,,23-02-2015 08:03,Florida,Quito
5.6775E+17,neutral,United,,rdahlstrom99,,0,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",,17-02-2015 10:20,"ÜT: 40.635407,-73.991869",
5.68149E+17,neutral,Southwest,,alexandrea_h,,0,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,"[27.9344812, -82.47401175]",18-02-2015 12:45,"tampa, fl",Eastern Time (US & Canada)
5.68963E+17,neutral,Southwest,,Landon_ChaseTx,,0,@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out,,20-02-2015 18:36,FORT WORTH TEXAS! ,Central Time (US & Canada)
5.67727E+17,negative,Southwest,,RichieGlod,,0,@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,,17-02-2015 08:47,,
5.68774E+17,neutral,Delta,,NickMarvalous,,0,@JetBlue no. Did not catch his name. I am sure Jason will know.,,20-02-2015 06:07,,
5.70043E+17,negative,US Airways,,chuckbaker5,,1,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,,23-02-2015 18:09,,
5.68144E+17,negative,US Airways,,Kizzinator,,0,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,,18-02-2015 12:24,Boston,Eastern Time (US & Canada)
5.69994E+17,neutral,United,,MisterDJW,,0,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,,23-02-2015 14:55,,
5.68593E+17,neutral,United,,jnay777,,0,@united LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me,,19-02-2015 18:06,,
5.67779E+17,negative,Southwest,,wicon81,,0,@SouthwestAir Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?,,17-02-2015 12:12,Nashville,Mountain Time (US & Canada)
5.69881E+17,negative,US Airways,,_Leycar,,0,@USAirways no my flight plans have been delayed until tuesday due to your computer crash,,23-02-2015 07:26,,Eastern Time (US & Canada)
5.68465E+17,positive,Southwest,,MinderJoan,,1,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,,19-02-2015 09:40,,Eastern Time (US & Canada)
5.69739E+17,negative,United,,BeyondStatusQuo,,0,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,,22-02-2015 22:02,Los Angeles ,Pacific Time (US & Canada)
5.69418E+17,negative,US Airways,,KieranMahan,,0,"@USAirways tough night, two 90 minute calls, on hold, delayed here in Phoenix for two days because of one aircraft not ready? Not acceptable",,22-02-2015 00:48,,
5.70236E+17,negative,United,,Evan_Flay,,0,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,"[29.98340611, -95.33682231]",24-02-2015 06:57,Seattle,Pacific Time (US & Canada)
5.69522E+17,negative,United,,goldsteinmlg,,0,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,,22-02-2015 07:41,,
5.69493E+17,negative,US Airways,,NatureNerdness,,0,@USAirways 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.,,22-02-2015 05:44,,
5.69496E+17,neutral,US Airways,,Hayden_Ehlich,,0,@USAirways how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,,22-02-2015 05:56,Blue Ridge High School,Atlantic Time (Canada)
5.68771E+17,neutral,United,,AlMehairiAUH,,0,@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek,,20-02-2015 05:55,Abu Dhabi,Abu Dhabi
5.69026E+17,negative,United,,dtcurtbrown,,0,@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.,,20-02-2015 22:49,,
5.70039E+17,positive,United,,NonYourBusines9,,0,@united I left my comment with customer care. Thanks for contacting me.,,23-02-2015 17:54,,
5.69033E+17,positive,United,,cindykane,,0,@united They held the plane! Made it!!,"[33.94238375, -118.39906416]",20-02-2015 23:15,Massachusetts,Eastern Time (US & Canada)
5.70288E+17,negative,American,,jacquelinewins6,,0,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",,24-02-2015 10:22,,
5.67846E+17,neutral,Virgin America,,josiebarosie,,0,@VirginAmerica is that #thestarter??😁,,17-02-2015 16:39,Cork.Ireland,
5.67766E+17,positive,Delta,,OBF_Walt,,0,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,17-02-2015 11:23,,
5.69684E+17,negative,American,,kerryonpr,,0,@AmericanAir dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice.,,22-02-2015 18:23,,Alaska
5.70284E+17,negative,American,,chagaga2013,,0,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,"[40.69017276, -73.91646118]",24-02-2015 10:08,new york city,Central Time (US & Canada)
5.70298E+17,neutral,American,,ThisIsKari,,0,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,24-02-2015 11:04,"Dallas, TX",Central Time (US & Canada)
5.68919E+17,negative,United,,iamawarplane,,1,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,,20-02-2015 15:43,"Austin, Texas",
5.68464E+17,negative,US Airways,,RPM044,,0,@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful,,19-02-2015 09:34,,
5.68201E+17,positive,United,,taylreduarte,,0,@united great. Looking forward to your response to my DM then,,18-02-2015 16:12,"New York, NY",Eastern Time (US & Canada)
5.69193E+17,negative,United,,halestorm62,,0,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,,21-02-2015 09:52,,Quito
5.69576E+17,negative,US Airways,,theKDaubert,,0,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,,22-02-2015 11:13,PR: 1stlady@theimagecartel.com,Pacific Time (US & Canada)
5.68992E+17,negative,Southwest,,dreverose,,0,@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,,20-02-2015 20:35,HOUSTON ,Eastern Time (US & Canada)
5.69978E+17,negative,American,,Rpavesio,,0,"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled, is it?",,23-02-2015 13:53,NYC,
5.69738E+17,negative,Virgin America,,KindofLuke,,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,,22-02-2015 21:56,,
5.68911E+17,positive,Virgin America,,MaverickGamersX,,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,20-02-2015 15:10,Follow/Retweet for giveaways!,
5.69946E+17,negative,American,,mcconnell_km,,0,@AmericanAir Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!,,23-02-2015 11:44,Chicago!,Central Time (US & Canada)
5.70283E+17,positive,American,,alicizzle,,0,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",,24-02-2015 10:02,MiniApple(s),
5.70288E+17,neutral,US Airways,,AshleyKAtherton,,0,@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.,,24-02-2015 10:22,,Central Time (US & Canada)
5.67768E+17,negative,US Airways,,rkasold,,0,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,,17-02-2015 11:32,,Eastern Time (US & Canada)
5.70309E+17,neutral,Delta,,Oneladyyouadore,,0,"@JetBlue flight 1041 to Savannah, GA",,24-02-2015 11:45,Georgia,Quito
5.70137E+17,negative,American,,TinaHovsepian,,0,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should",,24-02-2015 00:25,North Hollywood,
5.69534E+17,negative,Delta,,emptynester25,,0,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?,,22-02-2015 08:27,,
5.68223E+17,neutral,Southwest,,alana_aro,,0,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons,,18-02-2015 17:38,,
5.69723E+17,negative,United,,PopsCutrona,,1,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2,,22-02-2015 20:58,"San Francisco, Ca",Pacific Time (US & Canada)
5.69484E+17,negative,United,,sap_geek,,0,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,,22-02-2015 05:09,,
5.67722E+17,neutral,Southwest,,momof43s,,0,“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri,"[38.56979708, -75.1096009]",17-02-2015 08:26,,Eastern Time (US & Canada)
5.69173E+17,negative,Southwest,,Ben_Klamka,,0,@SouthwestAir I'm stuck in Fort Lauderdale.,,21-02-2015 08:32,musician and music enthusiast,
5.6923E+17,neutral,Delta,,BernardLeCroix,,0,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,,21-02-2015 12:21,"Providence, RI",Eastern Time (US & Canada)
5.68434E+17,positive,United,,BurgerFreshh,,0,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;,,19-02-2015 07:35,"Houston, Tx & Old Bridge, NJ ",Eastern Time (US & Canada)
5.69906E+17,negative,Delta,,TimothySays,,0,"@JetBlue I believe it's Irina. On the flip-side, super disappointed that EatUp Cafe isn't available on this BOS --&gt; SFO flight today.",,23-02-2015 09:05,"Burlington, MA",Eastern Time (US & Canada)
5.68022E+17,negative,US Airways,,RealcornerboyT,,0,@USAirways 5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay,,18-02-2015 04:21,Any Martin Luther St.,
5.68211E+17,negative,US Airways,,mma718,,0,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,,18-02-2015 16:48,"Queens, New York",
5.7002E+17,negative,United,,goodenufmother,,0,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,,23-02-2015 16:38,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
5.6959E+17,negative,American,,yourlama,,0,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer.","[32.9070889, -97.03785947]",22-02-2015 12:10,,
5.69304E+17,negative,Delta,,MaliceDavericks,,0,"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes",,21-02-2015 17:13,"Rochester, NY",
5.69873E+17,neutral,United,,ScottBerry18,,0,@united Thank you for your response!,,23-02-2015 06:54,"Albuquerque, New Mexico",Arizona
5.69618E+17,negative,American,,ejacqui,,1,"@AmericanAir no one received text alerts, automated calls, anything either. Literally no information as to what was happening.",,22-02-2015 14:00,Chicago,Central Time (US & Canada)
5.68794E+17,positive,US Airways,,MHCone,,0,@USAirways made it!!! Send Bloody Mary's to row 27!!!,,20-02-2015 07:29,"QueenCity, USA ",
5.70057E+17,negative,United,,kevinaom,,0,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",,23-02-2015 19:04,Michigan,Eastern Time (US & Canada)
